id_reclamacao;id_cliente;tipo_cliente;id_produto;nome_produto;descricao_produto;categoria_produto;preco;vendedor;tipo_vendedor;avaliacao_produto;data_compra;data_abertura;texto_reclamacao;categoria_informada_cliente;tags_sistema;classe
R00188;C0021;padrao;P031;Mochila executiva impermeável;Mochila para notebook de até 15,6 polegadas, com saída USB;outros;205,76;Bazar da Serra;vendedor;3,4;2026-08-03;2026-09-26;comprei a mochila executiva impermeável aqui e precisava mudar o pagamento, tava no boleto e queria passar pro cartão mas nao consigo achar essa opção em lugar nenhum no app, alguem sabe como faz?;outros;ajuda|compra;outros
R00053;C0004;padrao;P024;Kit pincéis de maquiagem 12 peças;Kit com 12 pincéis e estojo de viagem;maquiagem;56,58;BelezaViva Oficial;loja_oficial;2,8;2026-06-20;2026-07-07;recebi um kit pincéis de maquiagem 12 peças aqui mas não é o que tava na foto do anúncio, os pincéis são outros. preciso que a belezaviva oficial me mande o produto certo ou me dê um retorno sobre isso;divergente_defeito;reembolso|pedido|compra|urgente;divergente_defeito
R00041;C0108;padrao;P001;Boneca de pano Amélia;Boneca artesanal de pano com vestido removível, 35 cm;brinquedo;71,09;ToyMundo Oficial;loja_oficial;3,9;2026-02-15;2026-02-25;A boneca que recebi tem vestido costurado diretamente no corpo, sem possibilidade de remoção, e o acabamento é industrial, não artesanal como indicavam a foto e a descrição do anúncio. Registro ainda que a entrega atrasou uma semana além do prometido.;devolucao_ressarcimento;compra|urgente|atendimento|frete;divergente_defeito
R00103;C0095;premium;P021;Paleta de sombras 18 cores Sunset;Paleta com 18 tons matte e cintilantes;maquiagem;70,38;Comercial Andrade;vendedor;4,9;2026-05-19;2026-06-12;comprei uma paleta de sombras 18 cores sunset e quando o pacote chegou percebi que o nome da marca estava escrito errado na embalagem, diferente do que aparecia no anúncio. abri a caixa e veio um cheiro forte de plástico que tomou conta do ambiente. fui comparar com referências do produto original e nada batia, nem a textura da embalagem nem o acabamento interno. tentei contato com o comercial andrade mas não obtive resposta. o produto continua guardado porque não me sinto segura em usar algo assim no rosto.;falsificado;reembolso|urgente|atendimento|compra;falsificado
R00089;C0036;padrao;P023;Batom matte vermelho cereja;Batom de longa duração, acabamento matte;maquiagem;37,45;Ponto Baixo Preço;vendedor;2,6;2026-01-03;2026-02-17;comprei o batom matte vermelho cereja do ponto baixo preço e quando abri a embalagem só tinha papelão dentro, que absurdo!! me sinto completamente enganada, isso é golpe puro;fraude_vendedor;problema|urgente|atendimento;fraude_vendedor
R00027;C0014;premium;P013;Cadeira gamer ErgoMax;Cadeira reclinável com apoio lombar, até 120 kg;game;737,00;Bazar da Serra;vendedor;2,5;2026-05-28;2026-06-21;Realizei a compra da Cadeira gamer ErgoMax no dia 28/05 e o pedido está atrasado, com o prazo de entrega já ultrapassado. Tentei contato com o vendedor Bazar da Serra, mas não obtive nenhuma resposta.;entrega;devolucao|atendimento|compra;entrega
R00084;C0048;padrao;P031;Mochila executiva impermeável;Mochila para notebook de até 15,6 polegadas, com saída USB;outros;123,79;Ponto Baixo Preço;vendedor;2,8;2026-05-24;2026-05-28;Bom dia. Comprei a mochila e, logo após a compra, recebi uma mensagem em nome do vendedor solicitando o número completo do meu cartão de crédito para suposta confirmação do pedido. Não forneci nenhum dado e estou registrando aqui essa abordagem irregular. Solicito que a plataforma tome providências com urgência.;fraude_vendedor;problema|urgente|produto;fraude_vendedor
R00157;C0057;premium;P030;Luminária de mesa articulada;Luminária LED com braço articulado e três tons de luz;outros;70,14;Armazém 21;vendedor;3,1;2026-08-01;2026-08-16;Comprei a Luminária de mesa articulada pelo Armazém 21 e, ao tentar devolver o produto, tive o pedido negado sob a justificativa de prazo encerrado. O problema é que esse prazo foi contado a partir da data da compra, e não da data em que recebi o item, o que não me parece correto. Solicito a revisão dessa situação. Aguardo retorno.;devolucao_ressarcimento;devolucao|compra|urgente;devolucao_ressarcimento
R00142;C0109;padrao;P019;Livro infantil O Sapo Azul;Livro ilustrado para primeiros leitores, 48 páginas;livro;44,78;Livraria Página Dez Oficial;loja_oficial;3,6;2026-07-22;2026-08-25;Atenção ao marketplace. o vendedor Página Dez está vendendo o livro junto com um software que precisa de chave de ativação, prática que não é permitida aqui.;falsificado;frete|compra|urgente;artigo_proibido
R00162;C0037;padrao;P016;Romance A Casa dos Ventos;Romance, 384 páginas, capa comum;livro;55,60;Comercial Andrade;vendedor;4,1;2026-01-28;2026-02-26;O Romance A Casa dos Ventos chegou ao vendedor Andrade há duas semanas, o rastreamento confirma que o pacote está em posse dele, porém os R$ 55,60 ainda não apareceram creditados em minha conta até a presente data. Solicito uma posição sobre quando esse pagamento será realizado.;devolucao_ressarcimento;atendimento|anuncio|ajuda;devolucao_ressarcimento
R00016;C0086;padrao;P008;Console portátil RetroPlay 400 jogos;Console portátil com tela de 3 polegadas e 400 jogos embutidos;game;342,95;Loja do Edu;vendedor;4,0;2026-07-11;2026-07-28;A transportadora já me informou por ligação que o pacote com o Console portátil RetroPlay 400 jogos foi extraviado, porém o rastreamento no aplicativo ainda aparece como em transporte. Aguardo um retorno oficial sobre o ocorrido.;devolucao_ressarcimento;urgente|pedido;entrega
R00067;C0118;padrao;P003;Quebra-cabeça 1000 peças Paisagem Alpina;Quebra-cabeça de 1000 peças, 70 x 50 cm montado;brinquedo;76,45;Estoque Livre;vendedor;4,5;2026-02-28;2026-03-23;Realizei a compra do Quebra-cabeça 1000 peças Paisagem Alpina por R$ 76,45, porém o pedido não foi entregue e o vendedor não responde nenhum contato. Verifiquei que a conta foi criada há poucas semanas e possui apenas anúncios com preços muito abaixo do mercado, o que levanta dúvidas sérias sobre a legitimidade da operação. Aguardo retorno.;fraude_vendedor;pedido|frete|ajuda|urgente;fraude_vendedor
R00074;C0112;padrao;P025;Máscara de cílios volume intenso;Máscara de cílios à prova d'água;maquiagem;40,37;Comercial Andrade;vendedor;4,1;2026-03-11;2026-03-19;Quero alertar sobre uma situação suspeita ocorrida após minha compra da Máscara de cílios volume intenso: recebi uma mensagem se passando pelo vendedor solicitando os dados completos do meu cartão sob a justificativa de confirmação do pedido. Não forneci nenhuma informação e venho registrar formalmente essa tentativa de fraude.;divergente_defeito;anuncio|pedido|urgente|compra;fraude_vendedor
R00151;C0071;padrao;P011;Teclado mecânico K-500;Teclado mecânico ABNT2 com iluminação configurável;game;400,76;Estoque Livre;vendedor;4,3;2026-02-19;2026-02-24;Adquiri o K-500 há 5 dias e o produto não correspondeu ao que eu precisava. Gostaria de entender o processo para retornar o item ao vendedor e reaver o montante desembolsado na compra.;divergente_defeito;garantia|ajuda|urgente;devolucao_ressarcimento
R00102;C0065;padrao;P013;Cadeira gamer ErgoMax;Cadeira reclinável com apoio lombar, até 120 kg;game;1000,23;Ponto Baixo Preço;vendedor;3,3;2026-01-02;2026-01-07;O número de série da cadeira adquirida pelo vendedor Ponto Baixo não aparece cadastrado no sistema oficial do fabricante, mesmo após duas consultas. O fabricante não reconhece este produto como pertencente ao seu estoque.;fraude_vendedor;pedido|atendimento|problema;falsificado
R00096;C0054;padrao;P017;Guia prático de horta urbana;Guia ilustrado de cultivo em pequenos espaços, 240 páginas;livro;68,53;Comercial Andrade;vendedor;2,7;2026-01-16;2026-03-16;Fiz o pedido e aguardei a chegada do produto. Quando ele chegou, levei até uma assistência autorizada para um atendimento de rotina. O técnico examinou o item e informou que não poderia prosseguir, pois o produto não é reconhecido como fabricado pelo fabricante legítimo. O preço que paguei era o praticado para itens do próprio fabricante, mas o que recebi não corresponde a essa origem, conforme apontado pelo técnico. Desde então aguardo um retorno sobre o ocorrido. Tentei localizar no site as orientações para envio de fotos comprobatórias, mas não encontrei o caminho para fazer isso.;falsificado;urgente|pedido|compra|pagamento;falsificado
R00091;C0086;padrao;P006;Jogo de tabuleiro Ilha do Tesouro;Jogo de estratégia para 2 a 6 jogadores, a partir de 8 anos;brinquedo;163,84;Central das Marcas;vendedor;2,8;2026-06-23;2026-06-30;O produto chegou dentro do prazo, mas logo na abertura da caixa algo chamou atenção. A embalagem era visivelmente diferente da que aparecia nas fotos do anúncio, com acabamento de qualidade inferior e sem o selo do fabricante que normalmente acompanha itens originais. A ausência desse selo, somada à diferença no material e nas impressões da embalagem, levanta dúvidas sérias sobre a procedência do que foi entregue. O anúncio da Central das Marcas descrevia o Ilha do Tesouro como vindo diretamente do fabricante, o que não parece compatível com o que chegou até mim. Solicito análise do caso e aguardo retorno.;falsificado;problema|compra|urgente;falsificado
R00002;C0010;premium;P004;Blocos de montar Cidade 350 peças;Kit de blocos plásticos compatíveis com as principais marcas;brinquedo;105,03;Central das Marcas;vendedor;3,0;2026-04-09;2026-04-29;"Ontem o sistema passou a indicar que minha encomenda havia sido entregue. Fui verificar na portaria do condomínio e os funcionários confirmaram que nenhum pacote chegou ao local naquele dia nem nos anteriores. Voltei a consultar o rastreamento e o status seguia o mesmo, sem nenhuma atualização adicional que explicasse a divergência.

Diante disso, entrei em contato para pedir que a situação fosse investigada e que o item fosse localizado. Mencionei também, de passagem, o interesse em recuperar o valor do frete, já que o prazo informado no momento da compra não foi respeitado. O foco principal, porém, continua sendo entender onde está a encomenda e resolver o problema de entrega.";entrega;urgente|garantia|atendimento;entrega
R00049;C0003;padrao;P023;Batom matte vermelho cereja;Batom de longa duração, acabamento matte;maquiagem;36,24;Loja do Edu;vendedor;3,0;2026-07-09;2026-07-12;o batom matte vermelho cereja que recebi não tem nada a ver com o que tava descrito no anúncio da loja do edu, enganação total. quero que tomem uma providênica;divergente_defeito;devolucao|urgente|atendimento;divergente_defeito
R00145;C0020;premium;P026;Delineador líquido preto;Delineador de ponta fina, secagem rápida;maquiagem;28,26;Vitrine Norte;vendedor;3,4;2026-06-01;2026-07-04;Gostaria de reportar uma irregularidade no anúncio do produto Delineador líquido preto, vendido pelo Vitrine Norte, no qual um item de venda proibida está sendo oferecido como adicional. Fico no aguardo.;artigo_proibido;problema|ajuda|produto|devolucao;artigo_proibido
R00105;C0025;padrao;P016;Romance A Casa dos Ventos;Romance, 384 páginas, capa comum;livro;39,95;Importados do Sul;vendedor;4,3;2026-01-15;2026-02-07;O produto Casa dos Ventos, adquirido pelo vendedor Importados, chegou sem selo de autenticidade e sem nota do fabricante. Solicito análise do anúncio.;falsificado;problema|urgente|pedido|cadastro;falsificado
R00073;C0050;padrao;P011;Teclado mecânico K-500;Teclado mecânico ABNT2 com iluminação configurável;game;309,06;Loja do Edu;vendedor;3,3;2026-07-25;2026-08-18;cheguei em casa animado pra usar o teclado mecânico k-500 e quando abri a embalagem tinha só uma pedra dentro, sem nenhum produto. a loja do edu mandou isso no lugar do teclado que comprei. alguem faz alguma coisa com esse vendedor pf;fraude_vendedor;urgente|ajuda;fraude_vendedor
R00200;C0048;padrao;P004;Blocos de montar Cidade 350 peças;Kit de blocos plásticos compatíveis com as principais marcas;brinquedo;153,26;Loja do Edu;vendedor;3,4;2026-08-17;2026-09-14;Adquiri os Blocos de montar Cidade 350 peças junto com um plano de garantia estendida, porém estou tendo dificuldades para entrar em contato com a Loja do Edu, pois o suporte pelo aplicativo retorna apenas respostas automáticas. Necessito de um canal de atendimento formal para tratar esse assunto.;divergente_defeito;compra|garantia|pedido;outros
R00060;C0102;padrao;P019;Livro infantil O Sapo Azul;Livro ilustrado para primeiros leitores, 48 páginas;livro;35,34;Importados do Sul;vendedor;3,3;2026-02-28;2026-04-13;Fiz o pedido com base nas especificações do anúncio, que indicavam compatibilidade com qualquer tensão da rede elétrica doméstica. A entrega levou mais tempo do que o prazo informado e a embalagem chegou amassada. Ao abrir a caixa e conectar o item, percebi que ele só opera em uma das duas tensões disponíveis no país. Como minha residência utiliza a outra tensão, o produto ficou inutilizável desde o primeiro dia. As informações que constavam no anúncio no momento da compra não correspondem ao que foi enviado.;divergente_defeito;pedido|ajuda;divergente_defeito
R00123;C0053;padrao;P010;Headset gamer HX-70;Headset com microfone destacável e som posicional;game;269,87;Vitrine Norte;vendedor;2,7;2026-07-18;2026-08-23;comprei o headset e quando chegou tava tudo certo com o produto em si. mas junto na embalagem tinha uma coisa a mais que claramente não era pra estar ali, nem pra estar sendo comercializada. fiquei esperando alguém da plataforma entrar em contato depois que reportei, mas nada. o que me preocupa é que outros pedidos devem estar saindo igual e eu não consegui achar em nenhum lugar do site as regras do que pode ou não pode ser vendido por aqui.;artigo_proibido;compra|reembolso|problema;artigo_proibido
R00066;C0038;padrao;P014;Volante com pedais RaceOne;Volante de 900 graus com pedais e câmbio borboleta;game;817,57;Loja do Edu;vendedor;4,7;2026-06-04;2026-06-07;Comprei o produto Volante com pedais RaceOne pela Edu, porém recebi a embalagem sem o produto dentro. Solicito o reembolso do valor pago e as devidas providências em relação ao vendedor.;fraude_vendedor;garantia|ajuda|problema|pedido;fraude_vendedor
R00035;C0010;premium;P019;Livro infantil O Sapo Azul;Livro ilustrado para primeiros leitores, 48 páginas;livro;41,67;Estoque Livre;vendedor;2,7;2026-04-09;2026-06-01;O produto recebido é vermelho, enquanto o anúncio exibia a cor azul, e as dimensões físicas do Sapo Azul são consideravelmente menores do que as fotos do anúncio indicavam. Comprei esperando receber exatamente o que estava apresentado na página do vendedor. Desde já agradeço.;fraude_vendedor;problema|produto|atendimento;divergente_defeito
R00109;C0029;padrao;P016;Romance A Casa dos Ventos;Romance, 384 páginas, capa comum;livro;46,27;Vitrine Norte;vendedor;3,7;2026-04-02;2026-04-11;Boa tarde. Adquiri o produto pelo vendedor Vitrine e, alguns dias depois, tentei concluir o cadastro no aplicativo oficial da marca para liberar as funcionalidades prometidas no anúncio. O sistema retornou uma mensagem informando que o código do item não pôde ser verificado. Voltei ao site para entender como encaminhar as imagens comprobatórias, mas não encontrei o caminho indicado nas instruções. Diante disso, solicito a análise do caso e o reembolso do valor pago.;falsificado;produto|problema|cadastro|urgente;falsificado
R00026;C0078;padrao;P017;Guia prático de horta urbana;Guia ilustrado de cultivo em pequenos espaços, 240 páginas;livro;72,01;Livraria Página Dez Oficial;loja_oficial;3,5;2026-02-25;2026-03-07;Boa noite. Alguns dias atrás recebi uma ligação da transportadora informando que o pacote havia sido extraviado durante o trajeto. Desde então acompanho o rastreamento no aplicativo e o status continua indicando transporte ativo, sem qualquer atualização que reflita o que me foi comunicado por telefone. Gostaria de receber um retorno oficial sobre o que aconteceu com a entrega. Registro também que, diante do prazo não cumprido, pretendo solicitar a devolução do valor do frete assim que a situação for esclarecida.;entrega;compra|atendimento;entrega
R00090;C0047;premium;P005;Pelúcia dinossauro Rex 40 cm;Pelúcia antialérgica com enchimento siliconado;brinquedo;80,80;Central das Marcas;vendedor;3,8;2026-07-19;2026-07-24;No dia em que o pedido foi registrado na plataforma, a compradora efetuou o pagamento normalmente e aguardou a entrega. Quando o pacote chegou, havia dentro dele um item completamente diferente do anunciado, uma dinossauro Rex que nunca apareceu. Antes disso, durante as tratativas, o vendedor havia solicitado dados pessoais da compradora de forma que não guardava relação com os requisitos habituais de uma transação, o que já sinalizava algo fora do esperado. Na sequência, o mesmo vendedor condicionou o envio do produto correto a um pagamento realizado fora da plataforma. A compradora não recebeu o que comprou, os valores foram retidos pelo vendedor e, a partir de determinado momento, qualquer tentativa de contato passou a ficar sem resposta. O vendedor tornou-se completamente inacessível. A plataforma dispõe de conteúdo publicado sobre compra segura, mas esse material não esclarece o que ocorre com o dinheiro do consumidor quando a situação segue o caminho descrito acima. A compradora aguarda retorno sobre como o valor pago será tratado neste caso.;fraude_vendedor;ajuda|compra|pedido;fraude_vendedor
R00098;C0041;padrao;P024;Kit pincéis de maquiagem 12 peças;Kit com 12 pincéis e estojo de viagem;maquiagem;85,05;Importados do Sul;vendedor;3,1;2026-04-15;2026-04-25;abri a caixa do kit de pincéis de maquiagem 12 peças e a primeira coisa que notei foi a ausência do lacre, que deveria estar intacto num produto novo. junto veio um manual que é claramente uma fotocópia em preto e branco, diferente do material impresso que acompanha os produtos originais da marca. não é o que estava anunciado, mas o que me preocupa mesmo é o conjunto dessas evidências apontando para algo mais sério. quero que o marketplace registre essa ocorrência formalmente.;divergente_defeito;produto|ajuda|frete;falsificado
R00187;C0033;padrao;P017;Guia prático de horta urbana;Guia ilustrado de cultivo em pequenos espaços, 240 páginas;livro;55,29;Central das Marcas;vendedor;2,8;2026-02-24;2026-02-27;Comprei o livro com a condição de pagamento em 10 vezes sem juros, conforme estava descrito no anúncio, porém as parcelas na fatura vieram com valor acrescido de juros. Obrigado pela atenção.;entrega;problema|urgente|pedido;outros
R00182;C0073;padrao;P002;Carrinho de controle remoto TurboMax;Carrinho off-road com controle de 2,4 GHz e bateria recarregável;brinquedo;213,41;Comercial Andrade;vendedor;2,5;2026-03-19;2026-04-03;Comprei o carrinho e a nota fiscal não foi enviada para o meu e-mail. Preciso do documento para dar entrada no seguro do produto. Solicito orientação sobre o procedimento para obter a segunda via.;entrega;produto|pedido|garantia;outros
R00110;C0042;premium;P013;Cadeira gamer ErgoMax;Cadeira reclinável com apoio lombar, até 120 kg;game;1076,96;Loja do Edu;vendedor;4,8;2026-05-21;2026-05-27;O produto recebido não corresponde ao anunciado. a Cadeira gamer ErgoMax entregue é claramente uma réplica de baixa qualidade, enquanto o anúncio utiliza imagens oficiais da fabricante. Trata-se de um item falsificado sendo comercializado como original. Solicito providências. Obrigado pela atenção.;falsificado;urgente|atendimento;falsificado
R00136;C0035;padrao;P019;Livro infantil O Sapo Azul;Livro ilustrado para primeiros leitores, 48 páginas;livro;43,95;Importados do Sul;vendedor;2,8;2026-03-13;2026-04-30;A descrição do Sapo Azul menciona um acessório que, conforme a legislação vigente, exige um número de registro específico para ser vendido, mas essa informação não aparece em nenhum lugar da página do produto.;artigo_proibido;compra|produto|ajuda|devolucao;artigo_proibido
R00012;C0021;padrao;P010;Headset gamer HX-70;Headset com microfone destacável e som posicional;game;287,86;GameStation Oficial;loja_oficial;4,6;2026-03-14;2026-03-19;O sistema do marketplace registrou o pedido do headset como concluído ontem, porém o produto não se encontra em minha residência e nenhum morador da portaria assinou qualquer recebimento em meu nome. Solicito a localização do item e o reembolso do valor do frete pago, uma vez que o serviço pelo qual paguei não foi executado conforme o combinado. Aguardo retorno.;entrega;problema|pagamento|pedido|ajuda;entrega
R00095;C0076;padrao;P006;Jogo de tabuleiro Ilha do Tesouro;Jogo de estratégia para 2 a 6 jogadores, a partir de 8 anos;brinquedo;139,21;Armazém 21;vendedor;2,6;2026-03-06;2026-04-20;O Ilha do Tesouro adquirido pelo vendedor Armazém chegou sem selo de autenticidade e sem documentação do fabricante. Solicito análise do anúncio e resolução com urgência. Desde já agradeço.;falsificado;atendimento|produto|ajuda;falsificado
R00167;C0099;padrao;P009;Controle sem fio GamePro X;Controle bluetooth com vibração, compatível com PC e celular;game;196,48;Importados do Sul;vendedor;3,7;2026-01-11;2026-02-07;O vendedor Importados do Sul está se recusando a aceitar a devolução do Controle sem fio GamePro X, argumentando que o prazo expirou, porém está contando esse prazo a partir da data da compra e não da data de recebimento do produto, o que considero incorreto. Solicito que o caso seja revisado e que uma resolução seja providenciada com urgência.;devolucao_ressarcimento;urgente|compra;devolucao_ressarcimento
R00186;C0096;padrao;P007;Patinete infantil dobrável;Patinete de 3 rodas com altura ajustável, até 50 kg;brinquedo;223,30;ToyMundo Oficial;loja_oficial;3,6;2026-02-08;2026-03-05;Troquei de celular e agora não consigo acessar minha conta, pois o código de verificação não chega ao novo número. Tenho um pedido do patinete aguardando e preciso de acesso para acompanhá-lo. Aguardo retorno.;outros;ajuda|urgente;outros
R00111;C0120;premium;P012;Mouse gamer Vortex 12000 dpi;Mouse com sensor óptico de 12000 dpi e 7 botões;game;130,79;Armazém 21;vendedor;5,0;2026-01-27;2026-02-24;Fiz o pedido no Armazém e o mouse chegou alguns dias depois. Ao abrir a caixa, a embalagem já chamou atenção por ter um acabamento diferente do padrão que o fabricante divulga oficialmente, e o produto em si apresentava um acabamento visivelmente grosseiro. Procurei o selo de garantia e ele simplesmente não estava incluso. O anúncio indicava que se tratava de um item direto do fabricante, mas o que recebi não corresponde a nenhuma característica que um produto legítimo dessa marca costuma apresentar.;falsificado;produto|reembolso|ajuda|compra;falsificado
R00001;C0092;padrao;P014;Volante com pedais RaceOne;Volante de 900 graus com pedais e câmbio borboleta;game;874,12;Bazar da Serra;vendedor;2,5;2026-05-13;2026-06-07;Prezados, Fiz a compra do RaceOne em 13/05 com entrega prevista para 14 dias úteis, porém o produto nunca foi entregue. O código de rastreamento está sem atualizações há dias e o vendedor Bazar não consegue informar uma nova data de entrega.;entrega;reembolso|produto|urgente|problema;entrega
R00139;C0033;padrao;P027;Escada de alumínio 5 degraus;Escada dobrável de alumínio, capacidade de 120 kg;outros;197,97;Central das Marcas;vendedor;4,5;2026-04-24;2026-06-06;Bom dia. Ao receber minha Escada de alumínio 5 degraus, verifiquei que havia um item extra na embalagem que não faz parte do meu pedido e que, pelo que entendo, não deveria ser comercializado ou enviado dessa maneira. Gostaria de registrar uma denúncia formal e receber as devidas orientações sobre como proceder. Aguardo retorno.;outros;produto|problema|frete|compra;artigo_proibido
R00173;C0118;padrao;P010;Headset gamer HX-70;Headset com microfone destacável e som posicional;game;255,75;GameStation Oficial;loja_oficial;3,6;2026-04-28;2026-05-16;comprei o headset gamer hx-70 por r$ 255,75 e o valor que voltou pra minha conta foi menor do que isso. ja tentei falar com a gamestation oficial mas ninguem consegue me explicar pq teve essa diferença. cadê o restante do meu dinheiro??;divergente_defeito;produto|atendimento|urgente|garantia;devolucao_ressarcimento
R00195;C0117;padrao;P010;Headset gamer HX-70;Headset com microfone destacável e som posicional;game;274,12;GameStation Oficial;loja_oficial;2,8;2026-02-03;2026-03-02;Fiz um pedido do headset hoje de manhã por erro e preciso cancelá-lo, porém o botão de cancelamento não aparece no aplicativo.;outros;pagamento|compra|atendimento|ajuda;outros
R00024;C0042;premium;P030;Luminária de mesa articulada;Luminária LED com braço articulado e três tons de luz;outros;81,72;Casa & Cia Oficial;loja_oficial;4,4;2026-04-15;2026-04-30;O histórico do pedido registra três visitas ao meu endereço, mas o interfone não foi acionado em nenhuma das ocasiões. A luminária de mesa articulada acabou retornando ao estoque do vendedor e segue sem chegar até mim. Tentei localizar no site a política de entregas com o prazo aplicável à minha cidade, mas não encontrei essa informação. Diante disso, solicito o reembolso do valor pago, incluindo o frete, dado que o prazo não foi cumprido.;entrega;compra|ajuda|pedido;entrega
R00031;C0002;premium;P019;Livro infantil O Sapo Azul;Livro ilustrado para primeiros leitores, 48 páginas;livro;29,69;Livraria Página Dez Oficial;loja_oficial;3,6;2026-03-09;2026-03-14;O produto entregue pela Página Dez é o Sapo Azul, porém o anúncio apresentava fotos e descrição de uma edição ilustrada voltada para primeiros leitores, e o exemplar recebido possui qualidade visivelmente abaixo do que foi exibido na página de venda.;divergente_defeito;urgente|reembolso|problema|pedido;divergente_defeito
R00129;C0008;premium;P010;Headset gamer HX-70;Headset com microfone destacável e som posicional;game;150,37;Central das Marcas;vendedor;2,5;2026-08-22;2026-09-25;Boa noite. Fiz uma compra recente na plataforma e o pedido chegou sem problemas, um headset gamer. O que me trouxe aqui foi algo que veio junto na mesma embalagem, um item adicional que não constava no pedido e que, pelo que tenho conhecimento, está sujeito a exigências específicas para ser comercializado e transportado de forma separada. Gostaria de saber como devo proceder a partir disso e que o ocorrido fique registrado. Aguardo retorno. Não encontrei no site nenhuma relação do que é permitido ou não ser vendido.;artigo_proibido;produto|ajuda|atendimento;artigo_proibido
R00137;C0066;padrao;P006;Jogo de tabuleiro Ilha do Tesouro;Jogo de estratégia para 2 a 6 jogadores, a partir de 8 anos;brinquedo;113,99;Vitrine Norte;vendedor;2,5;2026-07-04;2026-07-08;O vendedor Vitrine Norte usa o Jogo de tabuleiro Ilha do Tesouro para, nas respostas às perguntas dos compradores, oferecer um produto diferente do que está sendo vendido ali, sendo que esse outro produto não pode ser vendido neste site. O problema não tem relação com a qualidade do jogo em si, mas com a tentativa de vender algo que vai contra as regras vigentes. Solicito análise do caso e retorno. Aguardo retorno.;artigo_proibido;atendimento|ajuda;artigo_proibido
R00010;C0082;padrao;P017;Guia prático de horta urbana;Guia ilustrado de cultivo em pequenos espaços, 240 páginas;livro;76,16;Importados do Sul;vendedor;2,8;2026-07-27;2026-08-09;fiz o pedido do guia prático de horta urbana tem mais de 24 dias uteis e o produto ainda nao apareceu aqui em casa. paguei frete pra isso. a data que me mostraram no site ja mudou tres vezes e continua sem aparecer nada;entrega;problema|ajuda|compra|frete;entrega
R00191;C0085;padrao;P001;Boneca de pano Amélia;Boneca artesanal de pano com vestido removível, 35 cm;brinquedo;66,10;ToyMundo Oficial;loja_oficial;4,6;2026-08-07;2026-08-16;Boa tarde. O aplicativo apresenta falha ao tentar atualizar o endereço de entrega do meu pedido da Boneca de pano Amélia, que ainda não foi despachado, a cada tentativa, surge uma mensagem de erro e a alteração não é salva.;outros;urgente|compra;outros
R00158;C0051;padrao;P024;Kit pincéis de maquiagem 12 peças;Kit com 12 pincéis e estojo de viagem;maquiagem;95,52;MegaOfertas SP;vendedor;3,8;2026-05-24;2026-06-17;já tentei 5 vezes gerar a etiqueta de postagem pelo app pra fazer a postagem do kit pincéis de maquiagem 12 peças, mas o app não deixa, dá erro toda vez. o produto tá aqui parado em casa sem eu conseguir fazer nada com ele Li a política de devolução no site mas não entendi qual prazo vale para o meu caso.;entrega;problema|produto|garantia;devolucao_ressarcimento
R00122;C0045;premium;P028;Cafeteira elétrica Aroma 30 xícaras;Cafeteira com jarra de vidro e desligamento automático;outros;154,59;Casa & Cia Oficial;loja_oficial;3,3;2026-07-26;2026-08-31;Venho registrar uma denúncia referente ao vendedor Casa & Cia Oficial, que está vendendo software ativado por chave junto com a Cafeteira elétrica Aroma 30 xícaras, prática que não é permitida aqui. Solicito que o caso seja analisado e resolvido com urgência. Obrigado pela atenção.;falsificado;compra|pedido|problema|cadastro;artigo_proibido
R00046;C0013;premium;P019;Livro infantil O Sapo Azul;Livro ilustrado para primeiros leitores, 48 páginas;livro;48,94;Ponto Baixo Preço;vendedor;3,9;2026-02-15;2026-02-28;Fiz o pedido e aguardei além do prazo previsto até que o Sapo Azul chegasse em 15/02. Ao abrir a embalagem, notei que alguns parafusos não estavam presentes e que o manual encontrado dentro da caixa pertence a outro produto. Por isso, solicito a troca do item. Obrigado pela atenção.;fraude_vendedor;compra|frete|ajuda|produto;divergente_defeito
R00025;C0100;padrao;P004;Blocos de montar Cidade 350 peças;Kit de blocos plásticos compatíveis com as principais marcas;brinquedo;158,99;Importados do Sul;vendedor;3,7;2026-01-25;2026-01-30;O pedido dos Blocos de montar Cidade 350 peças, adquirido pelo vendedor Importados do Sul, foi entregue em uma cidade errada devido a uma etiqueta com endereço incorreto, sendo que meu cadastro está devidamente atualizado. Até o momento, nenhuma das partes assumiu a responsabilidade pela correção do problema.;devolucao_ressarcimento;ajuda|problema|reembolso;entrega
R00197;C0005;padrao;P018;HQ Guardiões da Aurora volume 3;História em quadrinhos, edição colorida de 96 páginas;livro;41,09;Ponto Baixo Preço;vendedor;4,6;2026-07-11;2026-08-27;Gostaria de registrar uma reclamação referente ao parcelamento da minha compra. O anúncio do HQ Guardiões da Aurora volume 3 informava 10 vezes sem juros, porém a fatura chegou com juros embutidos nas parcelas.;outros;compra|pagamento|ajuda|produto;outros
R00039;C0012;padrao;P026;Delineador líquido preto;Delineador de ponta fina, secagem rápida;maquiagem;35,27;Estoque Livre;vendedor;4,1;2026-06-09;2026-07-02;o delineador líquido preto que recebi do estoque livre não tem nada a ver com o que tava escrito na descrição do anúncio. quero uma solução pra isso;divergente_defeito;reembolso|atendimento|urgente;divergente_defeito
